Date,Est_code,Zone,Site,Rep,Sample_code,Period_code,Sp_code,CL_mm,Sex,Gonad_stage,Gear,Author,Moult_stage,Egg_Stage,Notes/ Label Names,,
190327,LMQ,,2,7,190327.LMQ.2.7,201903,PORARM,73,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,2,7,190327.LMQ.2.7,201903,PORARM,75,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,2,8,190327.LMQ.2.8,201903,PORARM,70,M,MATURE,LARGE,LEACH,HARD,,,,
190327,LMQ,,3,1,190327.LMQ.3.1,201903,PORARM,73,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,3,1,190327.LMQ.3.1,201903,PORARM,67,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,3,1,190327.LMQ.3.1,201903,PORARM,71,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,3,1,190327.LMQ.3.1,201903,PORARM,65,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,3,2,190327.LMQ.3.2,201903,PORARM,56,M,MATURE,LARGE,LEACH,HARD,,,,
190327,LMQ,,3,2,190327.LMQ.3.2,201903,PORARM,67,M,MATURE,LARGE,LEACH,HARD,,,,
190327,LMQ,,3,4,190327.LMQ.3.4,201903,PORARM,65,F,BERRIED,LARGE,LEACH,HARD,,,,
190327,LMQ,,3,4,190327.LMQ.3.4,201903,PORARM,73,F,MATURE,LARGE,LEACH,HARD,,190327.LMQ.3.4.G6,,
190327,LMQ,,3,4,190327.LMQ.3.4,201903,PORARM,56,F,MATURE,LARGE,LEACH,HARD,,190327.LMQ.3.4.G7,,
190327,LMQ,,3,5,190327.LMQ.3.5,201903,PORARM,69,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,3,5,190327.LMQ.3.5,201903,PORARM,68,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,3,5,190327.LMQ.3.5,201903,PORARM,71,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,3,5,190327.LMQ.3.5,201903,PORARM,66,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,3,5,190327.LMQ.3.5,201903,PORARM,71,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,3,6,190327.LMQ.3.6,201903,PORARM,80,M,MATURE,LARGE,LEACH,HARD,,,,
190327,LMQ,,3,6,190327.LMQ.3.6,201903,PORARM,71,M,MATURE,LARGE,LEACH,HARD,,,,
190327,LMQ,,3,6,190327.LMQ.3.6,201903,PORARM,70,M,MATURE,LARGE,LEACH,HARD,,,,
190327,LMQ,,3,6,190327.LMQ.3.6,201903,PORARM,60,F,BERRIED,LARGE,LEACH,HARD,,190327.LMQ.3.6.F1,,
190327,LMQ,,3,6,190327.LMQ.3.6,201903,PORARM,66,M,MATURE,LARGE,LEACH,HARD,,,,
190327,LMQ,,3,7,190327.LMQ.3.7,201903,PORARM,72,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,3,7,190327.LMQ.3.7,201903,PORARM,68,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,3,7,190327.LMQ.3.7,201903,PORARM,74,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,3,7,190327.LMQ.3.7,201903,PORARM,66,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,4,1,190327.LMQ.4.1,201903,PORARM,72,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,4,1,190327.LMQ.4.1,201903,PORARM,65,F,MATURE,SMALL,LEACH,HARD,,190327.LMQ.4.1.G8,,
190327,LMQ,,4,1,190327.LMQ.4.1,201903,PORARM,84,F,MATURE,SMALL,LEACH,HARD,,190327.LMQ.4.1.G9,,
190327,LMQ,,4,1,190327.LMQ.4.1,201903,PORARM,84,F,MATURE,SMALL,LEACH,HARD,,190327.LMQ.4.1.G10,,
190327,LMQ,,4,1,190327.LMQ.4.1,201903,PORARM,68,F,BERRIED,SMALL,LEACH,HARD,,,,
190327,LMQ,,4,3,190327.LMQ.4.3,201903,PORARM,73,F,MATURE,SMALL,LEACH,HARD,,190327.LMQ.4.3.G11,,
190327,LMQ,,4,3,190327.LMQ.4.3,201903,PORARM,65,F,MATURE,SMALL,LEACH,HARD,,190327.LMQ.4.3.G12,,
190327,LMQ,,4,5,190327.LMQ.4.5,201903,PORARM,68,F,MATURE,SMALL,LEACH,HARD,,190327.LMQ.4.5.G13,,
190327,LMQ,,4,5,190327.LMQ.4.5,201903,PORARM,66,F,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,4,5,190327.LMQ.4.5,201903,PORARM,65,F,MATURE,SMALL,LEACH,HARD,,190327.LMQ.4.5.G14,,
190327,LMQ,,4,5,190327.LMQ.4.5,201903,PORARM,36,F,IMMATURE,SMALL,LEACH,HARD,,190327.LMQ.4.5.G15,,
190327,LMQ,,4,6,190327.LMQ.4.6,201903,PORARM,68,M,MATURE,LARGE,LEACH,HARD,,,,
190327,LMQ,,4,6,190327.LMQ.4.6,201903,PORARM,70,M,MATURE,LARGE,LEACH,HARD,,,,
190327,LMQ,,4,6,190327.LMQ.4.6,201903,PORARM,64,M,MATURE,LARGE,LEACH,HARD,,,,
190327,LMQ,,4,7,190327.LMQ.4.7,201903,PORARM,78,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,4,7,190327.LMQ.4.7,201903,PORARM,64,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,5,3,190327.LMQ.5.3,201903,PORARM,87,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,5,3,190327.LMQ.5.3,201903,PORARM,77,F,MATURE,SMALL,LEACH,HARD,,190327.LMQ.5.3.G16,,
190327,LMQ,,5,4,190327.LMQ.5.4,201903,PORARM,73,F,BERRIED,LARGE,LEACH,HARD,,190327.LMQ.5.4.F2,,
190327,LMQ,,5,4,190327.LMQ.5.4,201903,PORARM,61,F,MATURE,LARGE,LEACH,HARD,,190327.LMQ.5.4.G17,,
190327,LMQ,,5,4,190327.LMQ.5.4,201903,PORARM,69,F,BERRIED,LARGE,LEACH,HARD,,190327.LMQ.5.4.F3,,
190327,LMQ,,5,4,190327.LMQ.5.4,201903,PORARM,63,M,MATURE,LARGE,LEACH,HARD,,,,
190327,LMQ,,5,4,190327.LMQ.5.4,201903,PORARM,63,M,MATURE,LARGE,LEACH,HARD,,,,
190327,LMQ,,5,5,190327.LMQ.5.5,201903,PORARM,70,M,MATURE,SMALL,LEACH,HARD,,,,
190327,LMQ,,5,5,190327.LMQ.5.5,201903,PORARM,67,F,MATURE,SMALL,LEACH,HARD,,190327.LMQ.5.5.G18,,
190327,LMQ,,5,5,190327.LMQ.5.5,201903,PORARM,74,F,BERRIED,SMALL,LEACH,HARD,,190327.LMQ.5.5.F4,,
190327,LMQ,,5,6,190327.LMQ.5.6,201903,PORARM,71,F,MATURE,LARGE,LEACH,HARD,,190327.LMQ.5.6.G19,,
190327,LMQ,,5,7,190327.LMQ.5.7,201903,PORARM,87,F,BERRIED,SMALL,LEACH,HARD,,,,
190328,LMQ,,1,1,190328.LMQ.1.1,201903,PORARM,72,F,MATURE,SMALL,LEACH,HARD,,190328.LMQ.1.1.G20,,
190328,LMQ,,1,1,190328.LMQ.1.1,201903,PORARM,64,F,BERRIED,SMALL,LEACH,HARD,,190328.LMQ.1.1.F5,,
190328,LMQ,,1,1,190328.LMQ.1.1,201903,PORARM,63,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,1,1,190328.LMQ.1.1,201903,PORARM,61,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,1,1,190328.LMQ.1.1,201903,PORARM,76,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,1,1,190328.LMQ.1.1,201903,PORARM,72,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,1,2,190328.LMQ.1.2,201903,SCYSER,104,M,MATURE,LARGE,LEACH,HARD,,MUD CRAB,,
190328,LMQ,,1,2,190328.LMQ.1.2,201903,PORARM,71,M,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,1,2,190328.LMQ.1.2,201903,PORARM,79,M,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,1,2,190328.LMQ.1.2,201903,PORARM,55,M,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,1,3,190328.LMQ.1.3,201903,PORARM,73,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,1,3,190328.LMQ.1.3,201903,PORARM,74,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,1,3,190328.LMQ.1.3,201903,PORARM,57,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,1,4,190328.LMQ.1.4,201903,PORARM,57,F,IMMATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,1,4,190328.LMQ.1.4,201903,PORARM,72,F,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,1,4,190328.LMQ.1.4,201903,PORARM,71,M,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,1,4,190328.LMQ.1.4,201903,PORARM,75,M,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,1,5,190328.LMQ.1.5,201903,PORARM,67,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,1,5,190328.LMQ.1.5,201903,PORARM,82,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,1,7,190328.LMQ.1.7,201903,PORARM,79,M,MATURE,SMALL,LEACH,SOFT,,,,
190328,LMQ,,1,7,190328.LMQ.1.7,201903,PORARM,63,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,1,8,190328.LMQ.1.8,201903,PORARM,84,F,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,1,8,190328.LMQ.1.8,201903,PORARM,63,M,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,1,8,190328.LMQ.1.8,201903,PORARM,55,F,IMMATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,2,1,190328.LMQ.2.1,201903,PORARM,78,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,2,1,190328.LMQ.2.1,201903,PORARM,81,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,2,2,190328.LMQ.2.2,201903,PORARM,76,M,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,2,2,190328.LMQ.2.2,201903,PORARM,73,M,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,2,3,190328.LMQ.2.3,201903,PORARM,65,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,2,3,190328.LMQ.2.3,201903,PORARM,84,F,BERRIED,SMALL,LEACH,HARD,,190328.LMQ.2.3.F6,,
190328,LMQ,,2,3,190328.LMQ.2.3,201903,PORARM,58,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,2,4,190328.LMQ.2.4,201903,PORARM,67,F,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,2,4,190328.LMQ.2.4,201903,PORARM,54,F,BERRIED,LARGE,LEACH,HARD,,,,
190328,LMQ,,2,5,190328.LMQ.2.5,201903,PORARM,67,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,2,5,190328.LMQ.2.5,201903,PORARM,66,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,2,7,190328.LMQ.2.7,201903,PORARM,77,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,3,1,190328.LMQ.3.1,201903,PORARM,73,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,3,3,190328.LMQ.3.3,201903,PORARM,64,F,BERRIED,SMALL,LEACH,HARD,,190328.LMQ.3.3.F7,,
190328,LMQ,,3,3,190328.LMQ.3.3,201903,PORARM,61,F,BERRIED,SMALL,LEACH,HARD,,190328.LMQ.3.3.F8,,
190328,LMQ,,3,3,190328.LMQ.3.3,201903,PORARM,73,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,3,3,190328.LMQ.3.3,201903,PORARM,64,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,3,4,190328.LMQ.3.4,201903,PORARM,69,M,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,3,4,190328.LMQ.3.4,201903,PORARM,60,M,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,3,5,190328.LMQ.3.5,201903,PORARM,55,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,3,5,190328.LMQ.3.5,201903,PORARM,83,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,3,6,190328.LMQ.3.6,201903,PORARM,65,F,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,3,6,190328.LMQ.3.6,201903,PORARM,66,F,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,3,7,190328.LMQ.3.7,201903,PORARM,67,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,3,7,190328.LMQ.3.7,201903,PORARM,73,F,BERRIED,SMALL,LEACH,HARD,,,,
190328,LMQ,,3,7,190328.LMQ.3.7,201903,PORARM,73,F,BERRIED,SMALL,LEACH,HARD,,190328.LMQ.3.7.F9,,
190328,LMQ,,4,1,190328.LMQ.4.1,201903,PORARM,87,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,4,1,190328.LMQ.4.1,201903,PORARM,83,F,BERRIED,SMALL,LEACH,HARD,,190328.LMQ.4.1.F10,,
190328,LMQ,,4,1,190328.LMQ.4.1,201903,PORARM,82,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,4,1,190328.LMQ.4.1,201903,PORARM,87,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,4,1,190328.LMQ.4.1,201903,PORARM,66,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,4,1,190328.LMQ.4.1,201903,PORARM,57,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,4,1,190328.LMQ.4.1,201903,PORARM,66,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,4,3,190328.LMQ.4.3,201903,PORARM,85,F,MATURE,SMALL,LEACH,HARD,,190328.LMQ.4.3.F11,,
190328,LMQ,,4,4,190328.LMQ.4.4,201903,PORARM,75,F,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,4,4,190328.LMQ.4.4,201903,PORARM,73,F,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,4,5,190328.LMQ.4.5,201903,PORARM,75,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,4,5,190328.LMQ.4.5,201903,PORARM,88,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,4,5,190328.LMQ.4.5,201903,PORARM,64,F,BERRIED,SMALL,LEACH,HARD,,190328.LMQ.4.5.F12,,
190328,LMQ,,4,6,190328.LMQ.4.6,201903,PORARM,74,F,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,4,6,190328.LMQ.4.6,201903,PORARM,66,F,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,4,7,190328.LMQ.4.7,201903,PORARM,72,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,4,7,190328.LMQ.4.7,201903,PORARM,74,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,5,3,190328.LMQ.5.3,201903,PORARM,80,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,5,3,190328.LMQ.5.3,201903,PORARM,75,F,BERRIED,SMALL,LEACH,HARD,,,,
190328,LMQ,,5,4,190328.LMQ.5.4,201903,PORARM,75,F,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,5,5,190328.LMQ.5.5,201903,PORARM,70,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,5,5,190328.LMQ.5.5,201903,PORARM,64,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,5,5,190328.LMQ.5.5,201903,PORARM,91,F,BERRIED,SMALL,LEACH,HARD,,190328.LMQ.5.5.F13,,
190328,LMQ,,5,5,190328.LMQ.5.5,201903,PORARM,71,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,5,6,190328.LMQ.5.6,201903,PORARM,66,F,BERRIED,LARGE,LEACH,HARD,,190328.LMQ.5.6.F14,,
190328,LMQ,,5,7,190328.LMQ.5.7,201903,PORARM,60,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,5,7,190328.LMQ.5.7,201903,PORARM,73,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,5,7,190328.LMQ.5.7,201903,PORARM,79,M,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,5,7,190328.LMQ.5.7,201903,PORARM,60,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,5,7,190328.LMQ.5.7,201903,PORARM,70,F,MATURE,SMALL,LEACH,HARD,,,,
190328,LMQ,,5,8,190328.LMQ.5.8,201903,PORARM,72,M,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,5,8,190328.LMQ.5.8,201903,PORARM,75,F,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,5,8,190328.LMQ.5.8,201903,PORARM,69,F,MATURE,LARGE,LEACH,HARD,,,,
190328,LMQ,,5,8,190328.LMQ.5.8,201903,PORARM,82,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,1,190409.WLL.1.1,201904,PORARM,62,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,1,190409.WLL.1.1,201904,PORARM,64,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,1,190409.WLL.1.1,201904,PORARM,63,F,MATURE,SMALL,LEACH,HARD,,190409.WLL.1.1.G1,,
190409,WLL,,1,1,190409.WLL.1.1,201904,PORARM,58,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,1,190409.WLL.1.1,201904,PORARM,61,F,MATURE,SMALL,LEACH,HARD,,190409.WLL.1.1.G2,,
190409,WLL,,1,1,190409.WLL.1.1,201904,PORARM,62,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,1,190409.WLL.1.1,201904,PORARM,57,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,1,190409.WLL.1.1,201904,PORARM,43,F,IMMATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,2,190409.WLL.1.2,201904,PORARM,64,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,2,190409.WLL.1.2,201904,PORARM,66,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,2,190409.WLL.1.2,201904,PORARM,61,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,2,190409.WLL.1.2,201904,PORARM,65,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,2,190409.WLL.1.2,201904,PORARM,56,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,2,190409.WLL.1.2,201904,PORARM,61,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,2,190409.WLL.1.2,201904,PORARM,51,F,IMMATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,3,190409.WLL.1.3,201904,PORARM,63,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,3,190409.WLL.1.3,201904,PORARM,64,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,4,190409.WLL.1.4,201904,PORARM,56,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,4,190409.WLL.1.4,201904,PORARM,68,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,4,190409.WLL.1.4,201904,PORARM,68,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,4,190409.WLL.1.4,201904,PORARM,61,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,4,190409.WLL.1.4,201904,PORARM,67,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,4,190409.WLL.1.4,201904,PORARM,59,F,MATURE,LARGE,LEACH,HARD,,190409.WLL.1.4.G3,,
190409,WLL,,1,4,190409.WLL.1.4,201904,PORARM,63,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,4,190409.WLL.1.4,201904,PORARM,64,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,4,190409.WLL.1.4,201904,PORARM,58,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,4,190409.WLL.1.4,201904,PORARM,63,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,4,190409.WLL.1.4,201904,PORARM,65,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,4,190409.WLL.1.4,201904,PORARM,57,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,4,190409.WLL.1.4,201904,PORARM,55,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,5,190409.WLL.1.5,201904,PORARM,55,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,5,190409.WLL.1.5,201904,PORARM,64,F,MATURE,SMALL,LEACH,HARD,,190409.WLL.1.5.G4,,
190409,WLL,,1,5,190409.WLL.1.5,201904,PORARM,52,F,IMMATURE,SMALL,LEACH,HARD,,190409.WLL.1.5.G5,,
190409,WLL,,1,5,190409.WLL.1.5,201904,PORARM,59,F,IMMATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,5,190409.WLL.1.5,201904,PORARM,61,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,5,190409.WLL.1.5,201904,PORARM,60,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,5,190409.WLL.1.5,201904,PORARM,56,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,5,190409.WLL.1.5,201904,PORARM,62,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,5,190409.WLL.1.5,201904,PORARM,57,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,5,190409.WLL.1.5,201904,PORARM,60,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,5,190409.WLL.1.5,201904,PORARM,64,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,5,190409.WLL.1.5,201904,PORARM,53,F,IMMATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,5,190409.WLL.1.5,201904,PORARM,58,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,6,190409.WLL.1.6,201904,PORARM,60,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,6,190409.WLL.1.6,201904,PORARM,61,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,6,190409.WLL.1.6,201904,PORARM,58,F,IMMATURE,LARGE,LEACH,HARD,,190409.WLL.1.6.G6,,
190409,WLL,,1,6,190409.WLL.1.6,201904,PORARM,60,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,6,190409.WLL.1.6,201904,PORARM,59,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,7,190409.WLL.1.7,201904,PORARM,63,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,7,190409.WLL.1.7,201904,PORARM,62,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,7,190409.WLL.1.7,201904,PORARM,62,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,7,190409.WLL.1.7,201904,PORARM,57,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,7,190409.WLL.1.7,201904,PORARM,50,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,7,190409.WLL.1.7,201904,PORARM,60,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,7,190409.WLL.1.7,201904,PORARM,55,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,7,190409.WLL.1.7,201904,PORARM,57,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,7,190409.WLL.1.7,201904,PORARM,62,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,7,190409.WLL.1.7,201904,PORARM,55,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,7,190409.WLL.1.7,201904,PORARM,60,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,1,8,190409.WLL.1.8,201904,PORARM,57,F,IMMATURE,LARGE,LEACH,HARD,,190409.WLL.1.6.G7,,
190409,WLL,,1,8,190409.WLL.1.8,201904,PORARM,60,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,8,190409.WLL.1.8,201904,PORARM,59,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,1,8,190409.WLL.1.8,201904,PORARM,57,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,2,1,190409.WLL.2.1,201904,PORARM,69,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,2,2,190409.WLL.2.2,201904,PORARM,61,F,MATURE,LARGE,LEACH,HARD,,190409.WLL.2.2.G8,,
190409,WLL,,2,2,190409.WLL.2.2,201904,PORARM,60,F,IMMATURE,LARGE,LEACH,HARD,,190409.WLL.2.2.G9,,
190409,WLL,,2,2,190409.WLL.2.2,201904,PORARM,62,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,2,2,190409.WLL.2.2,201904,PORARM,65,F,MATURE,LARGE,LEACH,HARD,,190409.WLL.2.2.G10,,
190409,WLL,,2,2,190409.WLL.2.2,201904,PORARM,63,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,2,2,190409.WLL.2.2,201904,PORARM,58,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,2,2,190409.WLL.2.2,201904,PORARM,59,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,2,2,190409.WLL.2.2,201904,PORARM,57,F,IMMATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,2,2,190409.WLL.2.2,201904,PORARM,54,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,2,3,190409.WLL.2.3,201904,PORARM,65,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,2,3,190409.WLL.2.3,201904,PORARM,63,F,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,2,3,190409.WLL.2.3,201904,PORARM,65,F,MATURE,SMALL,LEACH,HARD,,190409.WLL.2.3.G11,,
190409,WLL,,2,3,190409.WLL.2.3,201904,PORARM,69,F,BERRIED,SMALL,LEACH,HARD,,190409.WLL.2.3.F1,,
190409,WLL,,2,3,190409.WLL.2.3,201904,PORARM,58,F,IMMATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,2,4,190409.WLL.2.4,201904,PORARM,64,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,2,4,190409.WLL.2.4,201904,PORARM,66,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,2,4,190409.WLL.2.4,201904,PORARM,63,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,2,4,190409.WLL.2.4,201904,PORARM,60,M,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,2,4,190409.WLL.2.4,201904,PORARM,66,F,MATURE,LARGE,LEACH,HARD,,,,
190409,WLL,,2,5,190409.WLL.2.5,201904,PORARM,67,M,MATURE,SMALL,LEACH,HARD,,,,
190409,WLL,,2,5,190409.WLL.2.5,201904,PORARM,62,F,BERRIED,SMALL,LEACH,HARD,,,,
190409,WLL,,2,5,190409.WLL.2.5,201904,PORARM,73,M,MATURE,SMALL,LEACH,HARD,,,,
