Location,Year,Month,count,DownWind,Date,UpWind,Ratio
32.1806,2001,2,672,10331.254337204173,2001-02-15,4769.364528425144,2.1661699951074147
32.1806,2001,3,744,12839.079247360389,2001-03-15,1020.7793493208984,12.577722360764783
32.1806,2001,4,720,-2194.93015948116,2001-04-15,-666.8724053370325,3.2913794931608513
32.1806,2001,5,744,-6489.437129000486,2001-05-15,-9404.555545120142,0.6900312404840588
32.1806,2001,6,720,-11738.326121087286,2001-06-15,-3980.0919392647193,2.9492600422832997
32.1806,2001,7,744,-9586.140566528858,2001-07-15,-6984.694718543539,1.3724494702794652
32.1806,2001,8,744,-18130.92497640427,2001-08-15,-5703.1697436601,3.1790961502696673
32.1806,2001,9,720,-6213.453352303365,2001-09-15,1847.3518211889173,-3.363438020324962
32.1806,2001,10,744,-5743.686962222097,2001-10-15,261.2052449703106,-21.98917162966977
32.1806,2001,11,720,3787.723539442927,2001-11-15,275.66557864557444,13.740284724894272
32.1806,2001,12,744,2794.733486622656,2001-12-15,2111.456203962089,1.3236047621439726
32.1806,2002,1,744,10855.114396046229,2002-01-15,3054.8073607430647,3.553453005103989
32.1806,2002,2,672,7866.386164005042,2002-02-15,3178.9046008413015,2.4745587401154445
32.1806,2002,3,744,13968.788396323074,2002-03-15,709.4048782254025,19.69085472215305
32.1806,2002,4,720,3950.2166777595903,2002-04-15,261.73557505620033,15.092394975010151
32.1806,2002,5,744,-6615.125359356394,2002-05-15,-6396.205099901037,1.0342265853011412
32.1806,2002,6,720,-12691.54141746581,2002-06-15,-6294.55850010547,2.016271898537944
32.1806,2002,7,744,-14579.092259165183,2002-07-15,-6636.8688928778765,2.1966822751026807
32.1806,2002,8,744,-4854.641606236245,2002-08-15,-2753.120252549824,1.7633234878643897
32.1806,2002,9,720,-7593.796499857634,2002-09-15,-63.60425496773095,119.39132851584031
32.1806,2002,10,744,2289.116782735215,2002-10-15,4678.147753652081,0.48932118079173
32.1806,2002,11,720,7951.4511097817885,2002-11-15,5272.082094509721,1.508218378856871
32.1806,2002,12,744,7136.75803183772,2002-12-15,3307.5626796781944,2.157709081580302
32.1806,2003,1,744,13269.389079051456,2003-01-15,2972.712263447302,4.4637314018624945
32.1806,2003,2,672,10513.687886750307,2003-02-15,7405.387898010476,1.4197349323963036
32.1806,2003,3,744,8690.943381546684,2003-03-15,636.2900370507123,13.658776462743853
32.1806,2003,4,720,5508.220404086973,2003-04-15,-4200.072858891856,-1.3114582982592013
32.1806,2003,5,744,2790.596911952707,2003-05-15,-4118.119182952336,-0.6776386957193624
32.1806,2003,6,720,-13626.619424906905,2003-06-15,-4085.0619409318624,3.335719169486687
32.1806,2003,7,744,-10722.425808556573,2003-07-15,-4201.062808385519,2.55231266410826
32.1806,2003,8,744,-8213.540238228588,2003-08-15,-2345.3317718395415,3.5020803183791633
32.1806,2003,9,720,-7613.842977104274,2003-09-15,-3395.2439205453265,2.2425024991669456
32.1806,2003,10,744,917.364982572364,2003-10-15,-1170.7213422715088,-0.7835895267719589
32.1806,2003,11,720,4983.723949141854,2003-11-15,470.8977609311826,10.58345221112695
32.1806,2003,12,744,9426.086946607264,2003-12-15,4550.797822360381,2.071304266757822
32.1806,2004,1,744,2758.352842730619,2004-01-15,5349.121378319995,0.5156646573604091
32.1806,2004,2,696,8551.890833026353,2004-02-15,1577.060254080356,5.422678563421971
32.1806,2004,3,744,9937.961545508217,2004-03-15,2450.2664181676223,4.055869791065455
32.1806,2004,4,720,-53.24514062334391,2004-04-15,271.31687194127767,-0.19624706802188105
32.1806,2004,5,744,-10017.617124408882,2004-05-15,-6193.9372051426235,1.6173262325119444
32.1806,2004,6,720,-15809.245926395412,2004-06-15,-3666.666858503784,4.311612299800401
32.1806,2004,7,744,-10090.696610244511,2004-07-15,-6088.330807372414,1.657383103760656
32.1806,2004,8,744,-13041.665340170326,2004-08-15,-3755.585536237992,3.4726050610031622
32.1806,2004,9,720,-1557.4733962414884,2004-09-15,-387.8480694808238,4.015679124886024
32.1806,2004,10,744,7652.026743288343,2004-10-15,515.551554163112,14.842408448772455
32.1806,2004,11,720,3834.710785052761,2004-11-15,1727.9568411855655,2.2192167614682634
32.1806,2004,12,744,6343.914553432286,2004-12-15,3080.8288902907298,2.0591583561895344
32.1806,2005,1,744,12847.352396700271,2005-01-15,3819.720121291613,3.36342768285233
32.1806,2005,2,672,2913.1031617932845,2005-02-15,4050.6965513661985,0.7191610442433086
32.1806,2005,3,744,4771.697980803063,2005-03-15,-2060.7920030900755,-2.315468020861927
32.1806,2005,4,720,1880.7626165999736,2005-04-15,2190.6875187940427,0.8585261934734167
32.1806,2005,5,744,622.0771907488629,2005-05-15,-6754.6021719454375,-0.09209679192249073
32.1806,2005,6,720,-6246.545949662903,2005-06-15,1106.7988892522435,-5.643794920939149
32.1806,2005,7,744,-10539.674060958909,2005-07-15,-5495.457126686551,1.9178885064496416
32.1806,2005,8,744,-10094.30285482857,2005-08-15,-2537.735527000401,3.9776811836495893
32.1806,2005,9,720,-6187.67931012912,2005-09-15,-991.8586819703736,6.238468667569664
32.1806,2005,10,744,4822.9278671000275,2005-10-15,3121.3461088527183,1.5451435691227278
32.1806,2005,11,720,5749.4145271497055,2005-11-15,3251.8426653206943,1.7680481864834325
32.1806,2005,12,744,657.6093065034901,2005-12-15,2428.4875293070777,0.2707896575821109
32.1806,2006,1,744,13227.386936248986,2006-01-15,6928.055465370495,1.9092495726059575
32.1806,2006,2,672,8494.190919681538,2006-02-15,3563.1110703990134,2.3839253820202466
32.1806,2006,3,744,12755.81742387567,2006-03-15,3553.459062835814,3.5896902703294336
32.1806,2006,4,720,-7336.056078115136,2006-04-15,-3350.236573922803,2.1897128504944128
32.1806,2006,5,744,-7126.787826222977,2006-05-15,-5109.836443566467,1.394719362338094
32.1806,2006,6,720,-6086.174131689799,2006-06-15,-6869.153470497657,0.8860151629788623
32.1806,2006,7,744,-7023.691657525977,2006-07-15,-4773.465747756027,1.4714029656183802
32.1806,2006,8,744,273.5442583020141,2006-08-15,-4115.8210859134815,-0.0664616494721375
32.1806,2006,9,720,339.94158505543476,2006-09-15,718.6679770589469,0.47301618536921664
32.1806,2006,10,744,5859.511052980448,2006-10-15,3364.7676182761843,1.741431123253128
32.1806,2006,11,720,3432.932711982569,2006-11-15,666.3774305902035,5.1516341256366625
32.1806,2006,12,744,6013.943173991595,2006-12-15,6288.866290516918,0.9562841530054657
32.1806,2007,1,744,4858.8842469233705,2007-01-15,6994.205304750498,0.6947014042643548
32.1806,2007,2,672,4453.924193337825,2007-02-15,7396.761195280003,0.6021451924363799
32.1806,2007,3,744,6039.292952097119,2007-03-15,1348.8415404523969,4.477392466776758
32.1806,2007,4,720,2577.616349459329,2007-04-15,-2378.919343945901,-1.0835240614689567
32.1806,2007,5,744,-6489.86139306919,2007-05-15,11.06622112556977,-586.4568690095684
32.1806,2007,6,720,-13683.895074183012,2007-06-15,-8529.015928654959,1.6043931900993633
32.1806,2007,7,744,-16446.278425566383,2007-07-15,-9355.1287811152,1.7579959410891046
32.1806,2007,8,744,-2383.6216040407926,2007-08-15,-2019.03734766101,1.1805733097518685
32.1806,2007,9,720,1649.7508311863312,2007-09-15,-301.1567781073505,-5.478046489786328
32.1806,2007,10,744,-776.5093117600017,2007-10-15,2280.3840139875574,-0.34051690723886935
32.1806,2007,11,720,5354.742877230433,2007-11-15,5535.408659823593,0.9673617986139947
32.1806,2007,12,744,9814.81889956458,2007-12-15,3620.139232301707,2.7111716621253423
32.1806,2008,1,744,14593.51723750138,2008-01-15,4142.549722242328,3.5228345381457555
32.1806,2008,2,696,8641.622683558922,2008-02-15,-521.2791190907244,-16.577726532826876
32.1806,2008,3,744,3946.398301141183,2008-03-15,2301.031531998203,1.7150561590584346
32.1806,2008,4,720,9350.143678307842,2008-04-15,-4548.040105913756,-2.055862186912111
32.1806,2008,5,744,-5731.171172195087,2008-05-15,-4806.699766471794,1.1923297585948192
32.1806,2008,6,720,-7894.175460505685,2008-06-15,-5892.568295000916,1.3396833206333603
32.1806,2008,7,744,-13424.351530148491,2008-07-15,-5006.316010800758,2.681483050847458
32.1806,2008,8,744,-16235.525249433733,2008-08-15,-8218.065721628174,1.9755896094509608
32.1806,2008,9,720,3311.168924262254,2008-09-15,302.9952557384327,10.928121353559058
32.1806,2008,10,744,1904.8396024993808,2008-10-15,1638.1896353139334,1.1627711233408873
32.1806,2008,11,720,528.8451616494135,2008-11-15,2165.231674671325,0.24424414617419193
32.1806,2008,12,744,2358.5900239867888,2008-12-15,2525.537935024933,0.9338960984418964
32.1806,2009,1,744,4335.660584184376,2009-01-15,7499.114901856755,0.57815630790120065
32.1806,2009,2,672,12094.07154270224,2009-02-15,4085.3094283052783,2.960380787537864
32.1806,2009,3,744,11706.188117882357,2009-03-15,4304.1943324215745,2.719716447211704
32.1806,2009,4,720,4291.749253072692,2009-04-15,-2793.31927306028,-1.5364334805776698
32.1806,2009,5,744,7130.924400892922,2009-05-15,-1856.6149200224595,-3.8408203682897577
32.1806,2009,6,720,-10189.444072237213,2009-06-15,-1833.9167923463683,5.556110350677651
32.1806,2009,7,744,-11868.04486009596,2009-07-15,-5354.813587908547,2.216332028232437
32.1806,2009,8,744,-11788.071083143752,2009-08-15,-305.29335277729115,38.61227562246679
32.1806,2009,9,720,-12750.938387085487,2009-09-15,476.5546151806726,-26.756510126864093
32.1806,2009,10,744,3292.183107187392,2009-10-15,-641.0983631627867,-5.135223073953546
32.1806,2009,11,720,5255.35901913467,2009-11-15,4882.3601920587535,1.076397236664883
32.1806,2009,12,744,7221.822977614451,2009-12-15,4387.102602515698,1.6461486388472515
32.1806,2010,1,744,3873.424881322732,2010-01-15,3026.805932208076,1.2797070469916259
32.1806,2010,2,672,8416.65666112443,2010-02-15,4863.869349730724,1.7304446431297333
32.1806,2010,3,744,6254.819099002783,2010-03-15,4405.0277594187755,1.4199272832342105
32.1806,2010,4,720,-2912.360699673035,2010-04-15,-1947.796339456464,1.4952080156828584
32.1806,2010,5,744,-7633.146992230666,2010-05-15,-5531.625638544245,1.379910263457286
32.1806,2010,6,720,-5390.699257053769,2010-06-15,-6360.28407541676,0.8475563659002984
32.1806,2010,7,744,-7782.381878400081,2010-07-15,-5389.673952221043,1.4439429819670302
32.1806,2010,8,744,-19587.21139225797,2010-08-15,-5820.054494590235,3.3654687272197137
32.1806,2010,9,720,-4249.110714167142,2010-09-15,-2112.163310743277,2.011733985035402
32.1806,2010,10,744,3898.56252739392,2010-10-15,5610.609466002779,0.6948554432485586
32.1806,2010,11,720,2067.3327408160376,2010-11-15,7459.870475500899,0.27712716294544304
32.1806,2010,12,744,-1632.886334455034,2010-12-15,4518.447687121099,-0.361382148809477
32.1806,2011,1,744,9709.601410524028,2011-01-15,7487.871904035885,1.2967104051674088
32.1806,2011,2,672,6601.442843140436,2011-02-15,2692.627267419314,2.451673472603371
32.1806,2011,3,744,3514.7096112268023,2011-03-15,1532.052907457833,2.294117647058829
32.1806,2011,4,720,8466.613755215254,2011-04-15,-3066.3685566154627,-2.7611207194742335
32.1806,2011,5,744,-6592.95756176619,2011-05-15,-7996.352390387134,0.8244956249917096
32.1806,2011,6,720,1267.8071033284182,2011-06-15,-6234.807977095206,-0.20334340816685245
32.1806,2011,7,744,-13414.699522585292,2011-07-15,-7371.5528385307,1.819792900685375
32.1806,2011,8,744,-2617.815369969779,2011-08-15,-1049.8767933667275,2.493450075770331
32.1806,2011,9,720,-4032.629973106889,2011-09-15,444.06305858515134,-9.081210191082832
32.1806,2011,10,744,5383.274635851307,2011-10-15,-135.90592334405667,-39.61030176899
32.1806,2011,11,720,5564.541459208487,2011-11-15,4555.5000824552735,1.2214995847852936
32.1806,2011,12,744,13141.897726403531,2011-12-15,-1794.530944634282,-7.323305159879422
32.1806,2012,1,744,10432.971647677865,2012-01-15,5625.776906459234,1.8544943784918402
32.1806,2012,2,696,6179.9364908751395,2012-02-15,3020.017707108685,2.0463245882063745
32.1806,2012,3,744,5696.275452543529,2012-03-15,1297.010613391423,4.391849529780569
32.1806,2012,4,720,300.37896064804244,2012-04-15,-1570.9084250840356,-0.19121353979113945
32.1806,2012,5,744,-8448.052202209105,2012-05-15,-4317.275807873527,1.9568015985455862
32.1806,2012,6,720,-5194.158927222964,2012-06-15,-4887.698848256716,1.0627002784910844
32.1806,2012,7,744,-6770.193876470605,2012-07-15,-7449.157807765925,0.9088535981091065
32.1806,2012,8,744,-12759.847932528432,2012-08-15,-4565.328866713766,2.7949460608548184
32.1806,2012,9,720,-5239.661248592317,2012-09-15,614.1222394605176,-8.531951640759916
32.1806,2012,10,744,3613.881337288212,2012-10-15,42.14356415871976,85.75167785234599
32.1806,2012,11,720,8318.33346320044,2012-11-15,4448.479471122687,1.8699273576957967
32.1806,2012,12,744,6522.211528308493,2012-12-15,3671.0862758861977,1.7766434886453426
32.1806,2013,1,744,6546.182448190715,2013-01-15,6928.585795456389,0.9448078787569543
32.1806,2013,2,672,11268.77186304036,2013-02-15,4114.972557776052,2.7384804405914673
32.1806,2013,3,744,8240.69313862615,2013-03-15,3168.1919331063273,2.6010713090056923
32.1806,2013,4,720,-756.2507024790134,2013-04-15,-1917.8857226122732,0.3943147881871478
32.1806,2013,5,744,-3401.2189728463563,2013-05-15,-3971.6420132295434,0.8563760181599682
32.1806,2013,6,720,-7958.133268864011,2013-06-15,-5824.297135277356,1.3663680069930089
32.1806,2013,7,744,-7725.848691244224,2013-07-15,-2440.2962125528948,3.1659470893338373
32.1806,2013,8,744,-15026.796917673446,2013-08-15,-4564.091429846689,3.292396120596166
32.1806,2013,9,720,-6033.883585221043,2013-09-15,1727.673998473093,-3.4924896656161697
32.1806,2013,10,744,-774.7061894679822,2013-10-15,1150.250600956156,-0.6735107887133472
32.1806,2013,11,720,6849.637323336912,2013-11-15,-175.1149943608501,-39.11508176862474
32.1806,2013,12,744,3772.55609898647,2013-12-15,4927.332183342219,0.7656386780132891
32.1806,2014,1,744,7486.98802055941,2014-01-15,7094.190203610274,1.0553689435545779
32.1806,2014,2,672,6938.308513697702,2014-02-15,4734.468808773585,1.4654882720612958
32.1806,2014,3,744,523.7539928248696,2014-03-15,5631.751958760258,0.09300018833573874
32.1806,2014,4,720,404.6418555339992,2014-04-15,-2278.1919829658787,-0.17761534522091227
32.1806,2014,5,744,-10534.688958151546,2014-05-15,-1451.3366683853883,7.258611449451894
32.1806,2014,6,720,-12621.325714093986,2014-06-15,-6112.832057340525,2.064726397797533
32.1806,2014,7,744,-14834.393162512586,2014-07-15,-6503.402487928915,2.2810203105292923
32.1806,2014,8,744,2755.1708622152632,2014-08-15,-6738.374071317207,-0.4088776955768926
32.1806,2014,9,720,-2373.439266391701,2014-09-15,-1876.55533125192,1.2647851234998178
32.1806,2014,10,744,1973.994645699422,2014-10-15,3971.924855942013,0.4969869061712785
32.1806,2014,11,720,6332.247291542714,2014-11-15,4527.003679173454,1.398772287434691
32.1806,2014,12,744,6383.052913770969,2014-12-15,5371.678084639845,1.188279121197363
32.1806,2015,1,744,5417.215761348265,2015-01-15,4387.244023871934,1.2347650898541396
32.1806,2015,2,672,9259.032969551949,2015-02-15,4781.420699044374,1.936460636354898
32.1806,2015,3,744,7695.19561227978,2015-03-15,1731.4570197524397,4.444346885018274
32.1806,2015,4,720,-5989.760122075004,2015-04-15,-3733.806647377445,1.6041966517688049
32.1806,2015,5,744,-6074.082605731499,2015-05-15,-5495.810680077145,1.1052204959953673
32.1806,2015,6,720,-5213.250810315005,2015-06-15,-3910.4772766569063,1.3331494959540715
32.1806,2015,7,744,-13851.479381324223,2015-07-15,-5838.969600986978,2.3722472161839767
32.1806,2015,8,744,-11614.12281497187,2015-08-15,-4365.924754419161,2.6601747552373936
32.1806,2015,9,720,1009.8545495515656,2015-09-15,-3299.819860424202,-0.3060332358329844
32.1806,2015,10,744,2551.099845164831,2015-10-15,5908.867106307269,0.43174094107510474
32.1806,2015,11,720,7905.524524343721,2015-11-15,4278.420290247325,1.8477671635870823
32.1806,2015,12,744,10171.62498135132,2015-12-15,3914.9320493783785,2.59816130984097
32.1806,2016,1,744,7587.538604844132,2016-01-15,1743.6546117279074,4.351514659961882
32.1806,2016,2,696,10930.845532311316,2016-02-15,1601.349372014114,6.8260216810544785
32.1806,2016,3,744,1076.145810287812,2016-03-15,4308.472328447754,0.24977433490341652
32.1806,2016,4,720,5901.513195782933,2016-04-15,918.8145514738,6.422964445128528
32.1806,2016,5,744,-14012.699727434756,2016-05-15,-2853.847613529847,4.910107905201997
32.1806,2016,6,720,-15199.578459656372,2016-06-15,-3168.2272884453846,4.797502538750824
32.1806,2016,7,744,-15913.29668924702,2016-07-15,-5057.6519631149,3.1463803372200325
32.1806,2016,8,744,-3568.8032799875627,2016-08-15,-2856.958883367068,1.2491615825361653
32.1806,2016,9,720,-13272.677125583974,2016-09-15,-510.10683194797497,26.01940670917663
32.1806,2016,10,744,-4964.101735963922,2016-10-15,567.5946132584421,-8.745857730160704
32.1806,2016,11,720,-363.3821748517664,2016-11-15,2648.9634236810457,-0.13717900806150213
32.1806,2016,12,744,2838.538751717166,2016-12-15,7407.721350388391,0.38318649115606107
32.1806,2017,1,744,6528.787621373516,2017-01-15,4745.464319221038,1.3757953241644452
32.1806,2017,2,672,6228.4086607254685,2017-02-15,4464.742927089981,1.3950206680286976
32.1806,2017,3,744,7828.414529855338,2017-03-15,-384.2064695577091,-20.37554062758822
32.1806,2017,4,720,3069.1262730620865,2017-04-15,-3142.453246271139,-0.976665691591096
32.1806,2017,5,744,-3403.658491241449,2017-05-15,-2573.585840806559,1.3225354434553254
32.1806,2017,6,720,-524.9207190138384,2017-06-15,-7249.859761488495,0.07240425832817282
32.1806,2017,7,744,-17067.294956143465,2017-07-15,-4661.389322937959,3.6614180395012292
32.1806,2017,8,744,-11631.517641789058,2017-08-15,-6907.4079473598495,1.683919312487524
32.1806,2017,9,720,-10339.633552561234,2017-09-15,-1848.8367454294068,5.592507601399805
32.1806,2017,10,744,5533.358050158159,2017-10-15,2887.7887390267997,1.9161228712398575
32.1806,2017,11,720,11304.091846760628,2017-11-15,4945.363406262476,2.2857959907346515
32.1806,2017,12,744,2438.1395368702715,2017-12-15,6675.901187199375,0.36521504265899746
32.1806,2018,1,744,5685.350652774201,2018-01-15,2720.946894005836,2.0894750519750525
32.1806,2018,2,672,11081.141078652508,2018-02-15,2180.434470466837,5.0820793877286325
32.1806,2018,3,744,11109.354639221849,2018-03-15,3111.1284158645735,3.5708441292786017
32.1806,2018,4,720,308.2278459192145,2018-04-15,-1812.9510762841903,-0.17001443114005907
32.1806,2018,5,744,-10455.033379250875,2018-05-15,-5676.547173348427,1.8417945028868246
32.1806,2018,6,720,-6152.571458443214,2018-06-15,-6137.580794682053,1.0024424385214041
32.1806,2018,7,744,-12546.973436052216,2018-07-15,-2932.3011109024924,4.278883021051872
32.1806,2018,8,744,-10536.810278495095,2018-08-15,-2933.220349718037,3.59223277566173
32.1806,2018,9,720,3915.639156159582,2018-09-15,497.20213319132114,7.8753466543412065
32.1806,2018,10,744,8731.990930194559,2018-10-15,3537.3016728857024,2.4685457271364335
32.1806,2018,11,720,464.9934193082856,2018-11-15,-18.45548698896807,-25.195402298852343
32.1806,2018,12,744,97.47466978657556,2018-12-15,9141.653243874987,0.010662696033880382
32.1806,2019,1,744,-872.499057306082,2019-01-15,10576.47896891967,-0.08249428376589521
32.1806,2019,2,672,9750.436827137552,2019-02-15,5311.9275616295845,1.8355741327440709
